ticker,N,MAPE,date_start,date_end,model_type,notes,n_epochs,sentiment_variance,price_variance
GE,124,61.025322970077866,2020-09-10 00:00:00,2021-02-18 00:00:00,lstm2,loss stopped changing,12.0,0.24028859457639556,0.5235030677041971
BLK,110,6.801848469613882,2020-09-11 00:00:00,2021-02-17 00:00:00,arima, ,,0.25158315164176415,0.5899899413606137
BLK,110,7.778678639331852,2020-09-11 00:00:00,2021-02-17 00:00:00,prophet, ,,0.25158315164176415,0.5899899413606137
BLK,114,20.996509361262444,2020-09-04 00:00:00,2021-02-17 00:00:00,lstm1,loss stopped changing,12.0,0.25158315164176415,0.5899899413606137
BLK,114,24.952766751409627,2020-09-04 00:00:00,2021-02-17 00:00:00,lstm2,loss stopped changing,12.0,0.25158315164176415,0.5899899413606137
TGT,116,2.814418816351077,2020-09-15 00:00:00,2021-02-18 00:00:00,arima, ,,0.17540673249040517,0.17138490080987304
TGT,116,3.124821443334024,2020-09-15 00:00:00,2021-02-18 00:00:00,prophet, ,,0.17540673249040517,0.17138490080987304
TGT,120,19.412244641558352,2020-09-09 00:00:00,2021-02-18 00:00:00,lstm1,loss stopped changing,13.0,0.17540673249040517,0.17138490080987304
TGT,120,23.71485820026701,2020-09-09 00:00:00,2021-02-18 00:00:00,lstm2,loss stopped changing,13.0,0.17540673249040517,0.17138490080987304
CVS,118,30.771233805924908,2020-09-18 00:00:00,2021-02-18 00:00:00,arima, ,,0.1721022484114566,0.7749987361245809
CVS,118,48.53375220281545,2020-09-18 00:00:00,2021-02-18 00:00:00,prophet, ,,0.1721022484114566,0.7749987361245809
CVS,122,27.498732868810507,2020-09-14 00:00:00,2021-02-18 00:00:00,lstm1,loss stopped changing,12.0,0.1721022484114566,0.7749987361245809
CVS,122,26.925881714053556,2020-09-14 00:00:00,2021-02-18 00:00:00,lstm2,loss stopped changing,10.0,0.1721022484114566,0.7749987361245809
LMT,113,182.80085217210856,2020-09-17 00:00:00,2021-02-18 00:00:00,arima, ,,0.22936605932605142,0.2646847674322695
LMT,113,186.51037820889977,2020-09-17 00:00:00,2021-02-18 00:00:00,prophet, ,,0.22936605932605142,0.2646847674322695
LMT,117,104.61035204587714,2020-09-11 00:00:00,2021-02-18 00:00:00,lstm1,loss started increasing,5.0,0.22936605932605142,0.2646847674322695
LMT,117,127.75481999603826,2020-09-11 00:00:00,2021-02-18 00:00:00,lstm2,loss stopped changing,4.0,0.22936605932605142,0.2646847674322695
GILD,116,15.238129113892162,2020-09-23 00:00:00,2021-02-18 00:00:00,arima, ,,0.2134513841968064,0.23923696555497057
GILD,116,20.20973873990754,2020-09-23 00:00:00,2021-02-18 00:00:00,prophet, ,,0.2134513841968064,0.23923696555497057
GILD,120,17.32441711321026,2020-09-17 00:00:00,2021-02-18 00:00:00,lstm1,loss started increasing,4.0,0.2134513841968064,0.23923696555497057
GILD,120,15.490091201341096,2020-09-17 00:00:00,2021-02-18 00:00:00,lstm2,loss stopped changing,8.0,0.2134513841968064,0.23923696555497057
CB, , , , , ,error during data_prep,,,
TMUS,114,3.878180109482458,2020-09-18 00:00:00,2021-02-18 00:00:00,arima, ,,0.24971194251853454,0.13706147288247117
TMUS,114,5.444388189402025,2020-09-18 00:00:00,2021-02-18 00:00:00,prophet, ,,0.24971194251853454,0.13706147288247117
TMUS,118,27.498226082307912,2020-09-14 00:00:00,2021-02-18 00:00:00,lstm1,loss stopped changing,16.0,0.24971194251853454,0.13706147288247117
TMUS,118,26.22694717157842,2020-09-14 00:00:00,2021-02-18 00:00:00,lstm2,loss stopped changing,14.0,0.24971194251853454,0.13706147288247117
CME,112,72.11989786008162,2020-09-10 00:00:00,2021-02-17 00:00:00,arima, ,,0.3976872458160473,0.4671394332830603
CME,112,87.49072085518544,2020-09-10 00:00:00,2021-02-17 00:00:00,prophet, ,,0.3976872458160473,0.4671394332830603
CME,116,60.19582131998573,2020-09-03 00:00:00,2021-02-17 00:00:00,lstm1,loss stopped changing,15.0,0.3976872458160473,0.4671394332830603
CME,116,66.18314582543398,2020-09-03 00:00:00,2021-02-17 00:00:00,lstm2,loss stopped changing,17.0,0.3976872458160473,0.4671394332830603
GM,117,25.90895940457576,2020-09-21 00:00:00,2021-02-18 00:00:00,arima, ,,0.36224486213376555,1.54582389703845
GM,117,29.176972813794166,2020-09-21 00:00:00,2021-02-18 00:00:00,prophet, ,,0.36224486213376555,1.54582389703845
GM,121,24.71254290339189,2020-09-15 00:00:00,2021-02-18 00:00:00,lstm1,loss started increasing,6.0,0.36224486213376555,1.54582389703845
